treatment	session_duration	purchase
pizza	3.81650324	0
pizza	4.028443216	1
pizza	3.935635153	1
pizza	3.553139004	1
pizza	4.731253793	0
pizza	8.004837196	1
pizza	2.617835967	0
pizza	6.978054284	1
pizza	3.810484702	0
pizza	3.811418373	0
pizza	7.349838435	0
pizza	5.993804049	1
pizza	0.871509053	1
pizza	4.192773386	1
pizza	8.199294925	0
pizza	1.463492562	0
pizza	7.09040205	1
pizza	4.229614634	0
pizza	5.895894811	0
pizza	5.108698614	0
pizza	3.929301913	1
pizza	4.882966606	1
pizza	5.737623649	1
pizza	2.526297598	1
pizza	4.587217931	1
pizza	3.436558959	0
pizza	2.771186172	0
pizza	3.66448827	1
pizza	2.526428681	0
pizza	4.659100538	1
pizza	5.475459071	1
pizza	4.938994679	0
pizza	7.205574342	0
pizza	4.323970592	0
pizza	2.796757715	0
pizza	4.637860862	0
pizza	2.020267209	0
pizza	3.912691223	1
pizza	7.093151404	1
pizza	5.721958633	0
pizza	7.001451115	1
pizza	5.632746082	1
pizza	3.397916522	0
pizza	3.705329014	1
pizza	4.469571205	1
pizza	6.471040184	1
pizza	4.375993488	1
pizza	6.867292523	1
pizza	3.958021528	0
pizza	6.461575542	0
pizza	4.911494552	1
pizza	3.790477065	1
pizza	3.073803724	0
pizza	6.140464168	1
pizza	9.490633239	1
pizza	8.001398138	0
pizza	4.702682863	0
pizza	4.113161203	0
pizza	5.303268043	1
pizza	3.705160517	0
pizza	6.204234142	0
pizza	2.209626446	1
pizza	5.975010134	0
pizza	6.307082894	1
pizza	5.504543259	1
pizza	4.993808152	0
pizza	3.284187178	0
pizza	4.186041754	1
pizza	2.943715044	0
pizza	2.995125445	0
pizza	5.686504836	0
pizza	4.637117818	1
pizza	5.288396736	1
pizza	4.676569175	0
pizza	4.81062231	1
pizza	5.402918768	1
pizza	1.413411071	0
pizza	6.387533146	0
pizza	4.829920451	1
pizza	6.771743246	1
pizza	1.770343785	1
pizza	3.027796058	1
pizza	4.289978936	0
pizza	4.306287017	0
pizza	4.724772611	0
pizza	2.147147097	0
pizza	3.402506261	1
pizza	5.500176538	0
pizza	3.658228214	1
pizza	3.671917529	1
pizza	4.522048555	1
pizza	7.121260914	0
pizza	5.96924207	1
pizza	2.171551652	0
pizza	5.746818628	0
pizza	4.656215101	0
pizza	4.321758931	1
pizza	5.382620894	0
pizza	5.825137666	0
pizza	3.126704932	0
pizza	3.407768221	1
pizza	8.249240171	1
pizza	4.890542651	0
pizza	4.112353364	0
pizza	1.639109423	0
pizza	2.659655265	1
pizza	7.293866676	1
pizza	6.463439483	1
pizza	4.681173068	1
pizza	5.896618408	0
pizza	5.328742196	1
pizza	5.353893508	0
pizza	5.652363303	0
pizza	6.831150377	0
pizza	3.510581045	1
pizza	5.522682215	0
pizza	3.746256381	0
pizza	5.324919487	1
pizza	3.351173875	1
pizza	3.97931281	0
pizza	3.450600089	1
pizza	1.906832296	0
pizza	1.928238758	0
pizza	2.419585231	0
pizza	5.786862499	0
pizza	4.042853902	0
pizza	5.012090301	0
pizza	4.71636009	0
pizza	3.658503316	1
pizza	4.623174802	0
pizza	9.874784042	0
pizza	4.49118932	1
pizza	4.417036675	1
pizza	4.179128631	0
pizza	3.525924344	0
pizza	8.020325473	0
pizza	3.897908725	0
pizza	5.504326646	1
pizza	1.860322173	1
pizza	6.233746762	1
pizza	2.972211597	0
pizza	2.234025837	1
pizza	1.378839134	0
pizza	3.30239903	0
pizza	3.431874298	1
pizza	7.290487908	1
pizza	3.709837936	1
pizza	2.185310688	0
pizza	7.185721993	0
pizza	3.816176436	1
pizza	7.169994152	0
pizza	3.065522019	0
pizza	6.87862334	1
pizza	4.707064186	0
pizza	2.492583419	0
pizza	3.611465617	1
pizza	7.554625519	0
pizza	1.798045512	1
pizza	4.519806907	1
pizza	3.579581031	0
pizza	6.155341639	1
pizza	7.143539191	1
pizza	5.734660718	1
pizza	5.127891682	1
pizza	5.541690196	1
pizza	2.510394811	1
pizza	3.961561155	1
pizza	3.438737245	1
pizza	2.994169347	1
pizza	4.154294163	1
pizza	6.774675094	1
pizza	2.003171293	1
pizza	4.39543109	0
pizza	5.453394371	1
pizza	5.05817959	0
pizza	4.125091654	0
pizza	5.805149944	1
pizza	4.430457755	1
pizza	3.123190066	0
pizza	4.560703405	1
pizza	4.184178657	1
pizza	1.702790746	1
pizza	4.047194713	1
pizza	6.249693945	1
pizza	2.457493115	0
pizza	3.297168023	1
pizza	5.820798889	1
pizza	4.174450284	1
pizza	5.457078099	0
pizza	3.353851462	1
pizza	8.885122571	1
pizza	5.135160216	0
pizza	7.222139006	0
pizza	5.026088236	1
pizza	1.942580872	1
pizza	4.650736565	0
pizza	6.436740206	1
pizza	5.797447104	1
pizza	2.899354383	1
pizza	3.307560338	0
pizza	3.083318617	0
pizza	2.767920021	1
pizza	5.558741214	0
pizza	4.475643844	0
pizza	2.381512905	0
pizza	4.138525823	0
pizza	3.573924013	1
pizza	3.212541212	0
pizza	4.478197373	0
pizza	1.707223863	0
pizza	5.423024711	0
pizza	6.024558501	0
pizza	7.888393061	1
pizza	4.021682629	0
pizza	5.964768536	1
pizza	3.093877637	1
pizza	4.535693207	0
pizza	3.34356926	1
pizza	6.77488227	0
pizza	3.752223863	1
pizza	2.796983328	1
pizza	6.402486179	1
pizza	3.407551274	0
pizza	3.323142133	0
pizza	3.966556195	0
pizza	6.032016683	1
pizza	6.96948517	0
pizza	2.479140788	0
pizza	4.341132613	1
pizza	4.436085461	1
pizza	4.085696066	1
pizza	2.15472072	0
pizza	5.814280767	1
pizza	5.496907103	0
pizza	5.819822449	0
pizza	7.219953497	0
pizza	4.727594242	1
pizza	4.406964891	0
pizza	6.86404168	1
pizza	4.069757975	1
pizza	6.741155251	0
pizza	3.378516655	0
pizza	2.270754062	0
pizza	5.173878253	0
pizza	3.606882778	1
pizza	8.583354156	1
pizza	3.575674694	0
pizza	3.383429864	1
pizza	9.791728638	1
pizza	2.68682469	1
pizza	3.129915006	1
pizza	5.703817576	1
pizza	5.871498899	0
pizza	5.151464407	0
pizza	5.143372738	0
pizza	2.918905137	1
pizza	5.680459002	0
pizza	3.84698632	1
pizza	5.355467844	1
pizza	5.543596612	1
pizza	6.732223622	0
pizza	3.229974565	0
pizza	3.3472736	1
pizza	4.129004796	0
pizza	3.72477645	0
pizza	3.529937379	0
pizza	4.055917517	0
pizza	5.255421424	0
pizza	6.525861728	0
pizza	5.878160172	0
pizza	2.714942702	0
pizza	3.536610911	0
pizza	2.503391186	1
pizza	3.872924973	1
pizza	3.941550527	0
pizza	2.644948032	1
pizza	4.104092021	0
pizza	7.199715186	0
pizza	3.360258101	0
pizza	5.585900886	0
pizza	5.957134984	0
pizza	1.915856687	1
pizza	5.238996984	0
pizza	3.470275388	1
pizza	2.797965853	1
pizza	4.248181883	1
pizza	2.579869218	0
pizza	5.083194852	0
pizza	3.902645699	0
pizza	4.40000756	1
pizza	5.094759845	0
pizza	4.047088647	1
pizza	3.522438083	0
pizza	5.365966656	0
pizza	3.343209093	0
pizza	4.215639093	0
pizza	1.475473631	0
pizza	4.303062519	0
pizza	7.471321002	0
pizza	2.972183265	1
pizza	4.486901419	0
pizza	7.996945725	1
pizza	5.99002455	1
pizza	4.816153989	1
pizza	3.469073023	0
pizza	3.922509411	1
pizza	3.5508825	0
pizza	4.378121646	0
pizza	6.954355004	0
pizza	3.999048357	0
pizza	4.435112859	1
pizza	6.17774464	1
pizza	4.866166746	1
pizza	2.462936702	0
pizza	5.831266033	1
pizza	4.133956885	1
pizza	2.721262038	1
pizza	1.313301193	0
pizza	3.267048522	0
pizza	8.937467157	0
pizza	5.625805208	1
pizza	5.936254013	1
pizza	3.282495179	1
pizza	2.427235481	1
pizza	4.833545481	0
pizza	2.560496019	0
pizza	4.009002331	1
pizza	4.236599408	0
pizza	4.883489574	0
pizza	4.254710603	0
pizza	3.251581837	0
pizza	3.271302931	0
pizza	3.834910719	1
pizza	3.356716455	1
pizza	7.256655917	0
pizza	5.30695869	1
pizza	6.724607233	1
pizza	6.479229201	1
pizza	3.679772942	1
pizza	3.752522216	0
pizza	5.637456013	0
pizza	3.144378015	0
pizza	6.867475922	1
pizza	1.942153268	0
pizza	3.436528981	0
pizza	4.129572909	0
pizza	3.252415363	1
pizza	2.687150498	1
pizza	3.268373104	1
pizza	3.753411082	1
pizza	2.847078539	0
pizza	6.478012198	1
pizza	5.452906914	1
pizza	1.448426641	0
pizza	5.985838307	0
pizza	3.833858677	0
pizza	5.185801868	0
pizza	7.051618704	1
pizza	4.966629563	1
pizza	5.552284252	0
pizza	4.907883181	0
pizza	3.577410517	1
pizza	4.17002287	0
pizza	3.655697876	0
pizza	3.039528673	0
pizza	2.602497599	1
pizza	2.927497048	0
pizza	4.152559489	0
pizza	4.994160839	0
pizza	4.082126926	0
pizza	3.193268951	1
pizza	4.086629448	1
pizza	3.009731444	1
pizza	2.71214881	1
pizza	5.180279148	1
pizza	6.045895774	0
pizza	5.687971063	1
pizza	7.992175323	1
pizza	5.466430338	0
pizza	7.227458564	1
pizza	2.989991423	0
pizza	8.233190128	0
pizza	5.438372573	0
pizza	5.656489748	1
pizza	6.220801246	1
pizza	3.109850944	1
pizza	5.344228954	0
pizza	2.943916909	0
pizza	6.995159403	0
pizza	6.278417339	1
pizza	7.782976967	0
pizza	1.822878301	0
pizza	5.116951543	1
pizza	4.115761274	1
pizza	4.66466317	0
pizza	3.238081383	1
pizza	3.234830525	0
pizza	7.553195673	0
pizza	3.778180663	1
pizza	7.248349596	0
pizza	4.797787353	0
pizza	5.055493212	1
pizza	7.929973508	0
pizza	3.184277641	0
pizza	3.70365586	1
pizza	4.064680982	1
pizza	7.755216114	0
pizza	6.729917376	1
pizza	3.602145477	0
pizza	3.679051675	1
pizza	4.554304356	0
pizza	2.566080569	1
pizza	3.245517947	1
pizza	5.428749684	0
pizza	6.281658025	1
pizza	3.557473646	0
pizza	5.992500155	0
pizza	3.826023847	0
pizza	6.961625654	1
pizza	4.070355803	1
pizza	6.13422597	1
pizza	5.461164308	0
pizza	4.766008255	0
pizza	4.692027179	1
pizza	4.896788058	1
pizza	4.085315164	0
pizza	4.957784604	0
pizza	2.816668091	0
pizza	2.832810118	1
pizza	3.801143959	1
pizza	5.270262119	0
pizza	4.703519397	0
pizza	5.839906074	0
pizza	2.848538685	0
pizza	3.722233537	0
pizza	5.941275169	0
pizza	3.1922277549999998	1
pizza	4.214247426	0
pizza	2.530107682	1
pizza	2.689909481	1
pizza	8.160492627	1
pizza	6.611199358	1
pizza	4.450131947	1
pizza	3.232472279	1
pizza	4.665194378	0
pizza	5.427221313	0
pizza	3.263782714	1
pizza	3.325469809	1
pizza	6.311243291	1
pizza	2.405371545	1
pizza	2.048418962	0
pizza	4.928968582	0
pizza	2.101777523	0
pizza	3.193605435	1
pizza	5.516859288	1
pizza	2.582754528	1
pizza	8.607286174	0
pizza	5.047169915	0
pizza	6.28322643	0
pizza	4.242273009	1
pizza	3.502394094	0
pizza	4.419518771	0
pizza	3.876249507	1
pizza	3.836098077	1
pizza	5.063938374	0
pizza	6.708363731	0
pizza	3.998812274	1
pizza	3.211891886	0
pizza	5.473797143	1
pizza	6.010364088	1
pizza	2.483298951	0
pizza	2.598956349	1
pizza	2.000564741	1
pizza	2.860955772	0
pizza	3.712457432	1
pizza	6.354264947	0
pizza	3.921402078	0
pizza	7.353264542	0
pizza	3.259047818	1
pizza	4.091064007	1
pizza	2.940924629	1
pizza	2.31348191	1
pizza	6.627191234	0
pizza	3.612325241	0
pizza	8.836914782	0
pizza	4.390468853	1
pizza	2.221580193	1
pizza	4.119688919	0
pizza	6.586837839	0
pizza	4.248873603	0
pizza	6.96985581	1
pizza	4.140497651	0
pizza	4.437152692	1
pizza	3.231847706	1
pizza	4.838200466	0
pizza	2.813645809	0
pizza	4.934687304	0
pizza	3.468569737	0
pizza	3.611878548	0
pizza	6.099009254	0
pizza	2.830579928	1
pizza	4.810314337	1
pizza	5.386350275	0
pizza	1.965877417	1
pizza	4.101726775	1
pizza	3.2473699	1
pizza	5.203646428	1
pizza	1.977946951	1
pizza	2.867830429	1
pizza	3.871529547	1
pizza	5.659371278	1
pizza	4.799335433	1
pizza	4.282632504	1
pizza	5.934533282	0
pizza	5.67851782	0
pizza	5.488897959	1
pizza	6.270697327	1
pizza	3.564221312	0
pizza	3.882176589	0
pizza	4.496432457	0
pizza	3.775466106	0
pizza	3.027799403	0
pizza	2.368815934	0
pizza	3.817819408	0
pizza	3.41729209	0
pizza	2.204207826	0
pizza	3.160240779	1
pizza	8.130059916	1
pizza	6.511330815	0
pizza	3.610863813	1
pizza	6.080827705	0
pizza	3.755873735	0
pizza	3.554262132	1
pizza	4.116445818	0
pizza	4.007464098	1
pizza	4.146719426	0
pizza	3.382645298	0
pizza	4.173486585	0
pizza	2.930695023	0
pizza	3.906608105	0
pizza	3.895719094	0
pizza	2.887725861	1
pizza	3.626942131	0
pizza	5.546854898	1
pizza	5.742779255	0
pizza	3.565329489	1
pizza	4.207481574	0
pizza	5.070663359	1
pizza	2.418776606	0
pizza	3.464090525	0
pizza	3.824949616	1
pizza	3.099790296	1
pizza	5.020435516	0
pizza	3.348779264	1
pizza	3.545617818	0
pizza	7.502763308	0
pizza	7.482506292	1
pizza	2.456955521	0
pizza	2.066790649	1
pizza	4.265496607	1
pizza	6.462479318	0
pizza	5.031923037	1
pizza	3.935560843	1
pizza	7.102927574	1
pizza	3.919957847	0
pizza	3.934343649	1
pizza	2.171017712	0
pizza	4.512266586	0
pizza	3.974340376	0
pizza	3.80307652	1
pizza	4.831209468	1
pizza	5.202187872	1
pizza	4.626589844	0
pizza	5.332634418	0
pizza	4.464700192	0
pizza	4.744459921	0
pizza	3.995921718	0
pizza	4.150538757	0
pizza	5.688481781	1
pizza	8.346667811	1
pizza	3.522104135	0
pizza	4.524608427	1
pizza	3.819109725	1
pizza	6.358242609	0
pizza	3.788690277	0
pizza	2.94446124	0
pizza	2.847107414	0
pizza	4.306617034	1
pizza	3.913039666	0
pizza	4.485583427	0
pizza	3.231059872	0
pizza	4.788631974	0
pizza	2.10455953	1
pizza	4.447590655	0
pizza	4.061894798	1
pizza	2.09798859	0
pizza	6.008314778	1
pizza	6.577350733	0
pizza	5.168661935	0
pizza	4.593880388	1
pizza	4.961526576	1
pizza	4.576959744	1
pizza	2.540784283	1
pizza	3.766392472	1
pizza	5.741510048	1
pizza	2.498422053	1
pizza	3.885418629	1
pizza	2.543709251	1
pizza	3.621890445	0
pizza	4.408744182	1
pizza	7.801338747	1
pizza	5.364439611	1
pizza	1.990422581	0
pizza	4.867149631	0
pizza	3.980887095	0
pizza	4.970664751	1
pizza	3.782708009	0
pizza	4.160799658	0
pizza	6.173820422	0
pizza	2.917454306	0
pizza	7.903492558	1
pizza	7.073373814	1
pizza	3.172067083	0
pizza	3.457952007	0
pizza	6.266989135	0
pizza	4.652916114	1
pizza	3.260122999	1
pizza	7.018421798	0
pizza	5.59434133	1
pizza	6.224062601	0
pizza	7.195246539	0
pizza	3.704378428	0
pizza	3.076104704	0
pizza	4.890329746	1
pizza	3.438486265	1
pizza	3.403691427	0
pizza	4.721835243	1
pizza	2.850160282	1
pizza	4.243149935	0
pizza	6.720363275	1
pizza	5.258658466	0
pizza	5.124830567	1
pizza	2.229089641	1
pizza	4.323277629	0
pizza	4.487178185	1
pizza	8.496977352	1
pizza	3.357008726	0
pizza	2.778927218	0
pizza	4.744141257	1
pizza	4.157746676	0
pizza	4.244914204	1
pizza	4.622061752	1
pizza	4.547418247	0
pizza	4.293471406	1
pizza	4.10544298	1
pizza	2.405290143	1
pizza	3.82930928	1
pizza	2.844585193	1
pizza	4.285039048	1
pizza	3.493673852	1
pizza	2.390258269	1
pizza	5.664413086	1
pizza	5.047768468	1
pizza	2.50512034	1
pizza	2.413730027	1
pizza	4.261039468	1
pizza	2.547242497	0
pizza	7.417257618	1
pizza	2.808117852	0
pizza	6.488173476	1
pizza	3.690980923	0
pizza	4.323522135	0
pizza	6.728327323	1
pizza	5.062316731	0
pizza	4.38621727	0
pizza	7.415381705	0
pizza	4.992708286	1
pizza	5.285804555	1
pizza	4.209391546	0
pizza	3.919341786	1
pizza	3.633032287	0
pizza	3.834510427	0
pizza	4.499534918	1
pizza	4.945570762	1
pizza	4.998256499	0
pizza	6.019057472	1
pizza	4.975573812	0
pizza	2.503813901	0
pizza	4.9153382390000004	1
pizza	1.984329077	1
pizza	5.334476697	1
pizza	3.674126858	1
pizza	8.915335729	1
pizza	2.468908375	1
pizza	2.509162589	0
pizza	7.751288442	1
pizza	2.368298299	1
pizza	4.875441372	1
pizza	3.8022217720000002	0
pizza	4.723947251	1
pizza	5.482489763	1
pizza	7.045170431	0
pizza	5.403614037	1
pizza	5.424720068	0
pizza	3.692874939	1
pizza	5.702152275	0
pizza	5.964944218	1
pizza	3.722342038	1
pizza	5.978692818	0
pizza	10.70635586	0
pizza	6.518598562	1
pizza	3.494720675	1
pizza	5.18872239	1
pizza	4.739436797	1
pizza	4.122293695	0
pizza	2.426533463	1
pizza	2.80065113	1
pizza	6.213566666	1
pizza	4.620984166	1
pizza	5.498502689	0
pizza	3.835252218	0
pizza	4.163010438	0
pizza	2.807050311	1
pizza	3.721288017	1
pizza	4.058627309	1
pizza	4.639220585	1
pizza	3.339624484	1
pizza	4.425165192	0
pizza	4.985550838	1
pizza	4.359632526	0
pizza	2.108144847	0
pizza	1.996136019	0
pizza	6.522009894	1
pizza	3.41708763	0
pizza	2.95586317	0
pizza	5.498163787	0
pizza	7.086201477	0
pizza	5.853970345	0
pizza	5.007305535	1
pizza	1.732926335	0
pizza	3.674655887	0
pizza	2.98986902	1
pizza	5.230421742	0
pizza	5.141086569	0
pizza	5.111638216	0
pizza	5.407397572	0
pizza	1.605654051	1
pizza	2.43347822	0
pizza	3.396302066	0
pizza	3.198913284	0
pizza	3.489824753	0
pizza	3.307335968	1
pizza	3.510640328	1
pizza	2.877205329	1
pizza	4.400770489	1
pizza	6.59625652	0
pizza	1.857902908	0
pizza	3.142731486	0
pizza	3.699706761	1
pizza	5.743660024	1
pizza	1.972468766	0
pizza	3.012356615	1
pizza	3.904233262	1
pizza	4.840421427	1
pizza	2.413397994	1
pizza	4.354160246	1
pizza	4.266692911	0
pizza	6.414164569	1
pizza	3.512032512	1
pizza	3.875347802	1
pizza	2.031400515	0
pizza	4.42642078	0
pizza	5.482392753	0
pizza	3.850067383	0
pizza	5.992096801	0
pizza	2.511205861	1
pizza	5.022497895	1
pizza	4.202445017	1
pizza	5.911752612	0
pizza	3.431813691	1
pizza	5.446897763	1
pizza	5.067800939	0
pizza	5.156443554	1
pizza	3.990225466	0
pizza	2.792537198	1
pizza	4.439464236	0
pizza	5.698165672	0
pizza	4.65695946	0
pizza	4.807386971	1
pizza	2.634946306	1
pizza	4.374300586	0
pizza	3.745169277	0
pizza	3.629488296	1
pizza	4.004235469	1
pizza	1.710553843	1
pizza	4.443279861	1
pizza	2.710252231	1
pizza	4.568984627	1
pizza	3.23717239	0
pizza	7.737396663	1
pizza	4.275674572	0
pizza	3.577355589	1
pizza	7.402825836	1
pizza	4.227089481	1
pizza	4.725765549	1
pizza	3.945369202	1
pizza	3.62035485	1
pizza	7.162343488	0
pizza	7.056876001	1
pizza	6.460117727	1
pizza	6.571660808	1
pizza	3.984723988	1
pizza	5.60888916	0
pizza	3.471890328	1
pizza	5.845293848	1
pizza	6.073680891	0
pizza	3.777167351	1
pizza	3.220440741	1
pizza	6.348092547	1
pizza	8.699518389	0
pizza	2.621277617	0
pizza	3.560598069	1
pizza	3.401056031	1
pizza	4.865682387	0
pizza	6.609129399	1
pizza	6.042499262	1
pizza	3.909565882	1
pizza	5.764360838	1
pizza	4.678707149	1
pizza	6.025031084	1
pizza	2.787229592	1
pizza	0.932800475	1
pizza	3.157564151	1
pizza	1.5483044	1
pizza	5.017203667	1
pizza	6.874388902	1
pizza	4.558517941	0
pizza	7.175102208	1
pizza	4.079900109	1
pizza	5.243884521	1
pizza	4.913014644	1
pizza	5.473949277	1
pizza	3.424906355	1
pizza	7.187950726	1
pizza	4.816425293	1
pizza	5.600938293	1
pizza	7.421269326	0
pizza	4.144259223	1
pasta	4.386737456	0
pasta	5.946096395	1
pasta	3.944281319	0
pasta	4.59855903	1
pasta	3.086487779	0
pasta	5.049471541	1
pasta	2.1511748	0
pasta	5.357301666	1
pasta	2.918683601	0
pasta	5.560051138	1
pasta	3.606412252	0
pasta	3.311912226	0
pasta	2.579089792	1
pasta	3.161595882	0
pasta	4.264157696	1
pasta	4.578465103	1
pasta	3.227865189	1
pasta	4.372038605	1
pasta	6.039067313	0
pasta	3.426269576	0
pasta	5.999731795	0
pasta	4.983116544	0
pasta	3.993078752	1
pasta	4.173478371	0
pasta	3.754379647	0
pasta	4.421885302	1
pasta	4.298387289	0
pasta	6.570206351	0
pasta	5.554088183	0
pasta	3.957966084	1
pasta	1.668310313	0
pasta	5.172563892	0
pasta	4.13617104	1
pasta	3.695486368	1
pasta	4.402222992	0
pasta	2.955461431	0
pasta	3.414814965	0
pasta	2.193861503	0
pasta	4.440967189	0
pasta	4.598509158	1
pasta	2.009405232	0
pasta	3.228339676	0
pasta	3.006884104	0
pasta	4.9937462	0
pasta	4.453825184	0
pasta	7.333442324	0
pasta	2.575517862	0
pasta	7.073504769	1
pasta	4.083645758	1
pasta	5.643304805	0
pasta	4.523584274	0
pasta	3.546490684	0
pasta	6.783354	1
pasta	7.052978136	1
pasta	2.799643624	1
pasta	3.971210011	1
pasta	3.62597086	0
pasta	3.230127091	1
pasta	6.459112771	1
pasta	5.761274281	1
pasta	3.830227689	0
pasta	5.40220255	0
pasta	6.754177307	1
pasta	7.934593112	0
pasta	5.325160689	1
pasta	3.765820626	0
pasta	3.333450398	0
pasta	2.573365072	0
pasta	3.203746575	0
pasta	4.743432698	0
pasta	3.469355782	1
pasta	9.687044103	1
pasta	7.004227946	1
pasta	5.147212281	1
pasta	4.125999804	1
pasta	3.186257691	1
pasta	4.164104024	1
pasta	2.286885768	1
pasta	4.327768248	0
pasta	5.506326431	1
pasta	6.648660204	1
pasta	3.906799873	0
pasta	4.2835113	1
pasta	6.339165081	1
pasta	1.340367641	1
pasta	8.449984927	0
pasta	2.243253541	0
pasta	6.833620904	0
pasta	3.903311277	1
pasta	3.526890145	0
pasta	6.873055596	0
pasta	6.3974471490000004	0
pasta	4.21066229	1
pasta	5.167164907	1
pasta	4.526517634	0
pasta	4.519051499	0
pasta	4.205419606	1
pasta	5.357044282	0
pasta	3.74542943	0
pasta	3.869397377	0
pasta	3.260314162	1
pasta	6.338610565	1
pasta	3.353632861	0
pasta	6.24373848	0
pasta	6.887017261	0
pasta	4.416511007	1
pasta	1.759457177	1
pasta	4.276703206	1
pasta	2.071410876	1
pasta	3.814559871	1
pasta	6.456508092	0
pasta	4.580589437	0
pasta	7.150091513	1
pasta	3.770069405	1
pasta	4.791953431	1
pasta	3.193057242	1
pasta	2.977445253	1
pasta	6.049575104	1
pasta	4.711464904	1
pasta	4.138262778	0
pasta	5.81860209	1
pasta	3.995645025	0
pasta	5.497916437	0
pasta	5.395676859	0
pasta	2.876392514	1
pasta	3.207002912	0
pasta	5.720270854	1
pasta	3.297628259	1
pasta	1.735261309	0
pasta	5.160031882	1
pasta	5.581953378	0
pasta	4.759505666	0
pasta	4.505576751	1
pasta	5.688269174	1
pasta	5.285222183	0
pasta	4.453168489	0
pasta	4.308790183	1
pasta	6.614677402	0
pasta	10.34159332	0
pasta	4.110016362	0
pasta	3.817669988	0
pasta	4.16976687	1
pasta	4.08474869	0
pasta	4.095826274	0
pasta	4.984674735	0
pasta	6.354340215	1
pasta	5.796505399	0
pasta	3.528778962	1
pasta	6.80984751	1
pasta	1.7084594850000001	1
pasta	5.202634283	1
pasta	2.371760015	1
pasta	6.013157314	1
pasta	2.875340702	0
pasta	7.394606787	1
pasta	5.223916142	0
pasta	10.18591786	0
pasta	5.22335914	1
pasta	3.396352861	1
pasta	3.970739399	1
pasta	6.669729891	1
pasta	4.856969445	1
pasta	7.974548849	0
pasta	3.711885132	0
pasta	4.606489478	0
pasta	3.41888727	0
pasta	8.314100087	0
pasta	4.838620355	0
pasta	3.648578573	0
pasta	5.201983142	0
pasta	2.530316668	0
pasta	5.047966555	0
pasta	7.930316705	1
pasta	4.453397756	0
pasta	7.968235652	0
pasta	4.774387652	1
pasta	4.89486329	1
pasta	3.548526737	1
pasta	1.537472795	0
pasta	3.632747175	1
pasta	2.370125622	1
pasta	3.848006705	1
pasta	4.30732871	1
pasta	4.960176249	0
pasta	4.475499886	1
pasta	4.403436907	0
pasta	3.463272763	1
pasta	5.101812138	1
pasta	4.869885103	1
pasta	5.325712249	0
pasta	5.768329132	1
pasta	5.871054586	1
pasta	4.026031918	0
pasta	6.504878478	0
pasta	7.594126886	0
pasta	4.239249997	0
pasta	5.013644473	1
pasta	3.147138921	1
pasta	7.287639132	1
pasta	5.618193603	0
pasta	4.327370824	0
pasta	4.667666269	0
pasta	3.848799958	0
pasta	3.878379039	1
pasta	6.167870185	1
pasta	6.141630944	0
pasta	3.126907366	1
pasta	3.554882678	0
pasta	1.741754196	0
pasta	3.84409332	1
pasta	4.632834212	0
pasta	2.947730293	1
pasta	1.512675696	1
pasta	5.181556056	1
pasta	2.926432877	1
pasta	3.512085292	1
pasta	2.908543596	1
pasta	4.639856329	1
pasta	4.172062287	1
pasta	4.652705659	1
pasta	5.348747039	1
pasta	3.763173843	0
pasta	6.066809	1
pasta	4.813982997	1
pasta	3.817067564	1
pasta	5.966833393	1
pasta	5.247565198	1
pasta	5.496265807	0
pasta	6.327597609	1
pasta	4.459289232	1
pasta	4.256481243	0
pasta	4.8476925	1
pasta	2.479360232	0
pasta	1.385211497	0
pasta	2.643348391	0
pasta	6.682094579	1
pasta	5.631417005	0
pasta	5.831830893	1
pasta	1.4937940729999999	1
pasta	3.823016744	0
pasta	9.614184212	1
pasta	2.881001642	1
pasta	6.272523357	1
pasta	2.680387543	1
pasta	6.322481515	0
pasta	3.170190693	0
pasta	3.034052463	1
pasta	3.521022058	1
pasta	2.718838063	0
pasta	3.556566469	0
pasta	4.447478751	1
pasta	3.877398846	1
pasta	3.017889835	0
pasta	8.653687456	1
pasta	4.788916301	0
pasta	5.633885312	0
pasta	4.73381712	1
pasta	2.912367739	1
pasta	1.172170898	0
pasta	2.464918502	0
pasta	2.577953015	0
pasta	3.02824224	1
pasta	3.401509257	0
pasta	4.78421894	1
pasta	1.891367716	1
pasta	2.587206215	0
pasta	3.969704088	0
pasta	4.043058658	0
pasta	0.801057281	0
pasta	2.822988534	0
pasta	4.72704009	1
pasta	4.557799206	1
pasta	4.611611081	1
pasta	3.283976667	1
pasta	4.34046666	1
pasta	5.777688203	1
pasta	2.253380146	1
pasta	3.328561836	1
pasta	4.801574321	1
pasta	6.249527469	1
pasta	1.304974906	1
pasta	3.575241653	0
pasta	2.565986049	0
pasta	5.084104074	0
pasta	3.60496354	0
pasta	4.371452511	0
pasta	5.592586873	1
pasta	3.730796881	1
pasta	3.774575216	0
pasta	6.134685573	1
pasta	2.794672836	0
pasta	3.580171845	1
pasta	2.863715341	0
pasta	4.046544426	0
pasta	0.761124098	0
pasta	6.524854613	1
pasta	4.070026005	0
pasta	4.20726786	1
pasta	4.538832719	1
pasta	5.27527843	1
pasta	3.178669289	1
pasta	4.8973976	1
pasta	5.322217307	1
pasta	3.621952683	1
pasta	6.092782342	1
pasta	2.644635304	1
pasta	2.330565315	1
pasta	4.804478005	1
pasta	1.884361606	0
pasta	2.697796512	0
pasta	4.936472267	1
pasta	3.578185744	1
pasta	3.834489572	0
pasta	6.535029331	0
pasta	4.706915402	1
pasta	2.107157874	1
