price	year	manufacturer	condition	cylinders	odometer	transmission	state	fuel	size
4500	1998	ford	excellent	4 cylinders	108000	manual	or	gas	compact
5490	2007	jeep	good	4 cylinders	174763	other	mi	gas	full-size
8950	2014	subaru	like new	4 cylinders	159672	automatic	ma	gas	mid-size
2900	2009	volkswagen	good	6 cylinders	146000	automatic	ca	gas	full-size
9500	2008	chevrolet	good	8 cylinders	142000	automatic	ny	gas	full-size
20990	2006	chevrolet	good	8 cylinders	134296	automatic	oh	diesel	full-size
5950	1999	jeep	excellent	6 cylinders	163000	automatic	ca	gas	mid-size
7495	2001	chevrolet	good	6 cylinders	86678	automatic	wi	gas	full-size
6200	2012	kia	good	4 cylinders	98740	automatic	id	gas	compact
35000	2018	ram	excellent	8 cylinders	43827	automatic	tx	gas	full-size
8250	2010	honda	excellent	6 cylinders	184842	automatic	ca	gas	compact
11700	2011	honda	excellent	6 cylinders	94712	automatic	fl	gas	full-size
16995	2016	lincoln	excellent	6 cylinders	43496	automatic	il	gas	full-size
5000	2010	ford	excellent	4 cylinders	98316	automatic	pa	gas	mid-size
5995	2003	acura	excellent	6 cylinders	145836	automatic	id	gas	mid-size
5000	2007	chrysler	good	8 cylinders	119000	automatic	nm	gas	full-size
12500	2008	gmc	good	8 cylinders	118000	automatic	ak	gas	full-size
23500	2015	chevrolet	excellent	8 cylinders	121000	automatic	sd	gas	full-size
10500	2014	chrysler	excellent	6 cylinders	105504	automatic	ca	gas	mid-size
6950	2013	subaru	good	4 cylinders	154000	automatic	oh	gas	mid-size
20995	2020	kia	good	6 cylinders	40727	automatic	ky	gas	full-size
5800	2006	ford	good	8 cylinders	118000	automatic	dc	gas	full-size
3500	2003	honda	excellent	4 cylinders	178000	other	ms	gas	mid-size
11500	2005	ford	good	8 cylinders	100000	automatic	or	gas	full-size
50	2000	chrysler	excellent	6 cylinders	126500	automatic	hi	gas	full-size
9500	2014	ford	excellent	4 cylinders	219581	automatic	ky	gas	full-size
2800	1978	jeep	good	6 cylinders	123123	manual	nj	gas	full-size
8975	2007	ford	excellent	6 cylinders	121000	automatic	ca	gas	mid-size
12500	2012	buick	excellent	6 cylinders	57500	automatic	ca	gas	mid-size
16999	2015	jeep	like new	6 cylinders	41285	automatic	mi	gas	mid-size
5495	2006	chrysler	good	8 cylinders	119000	automatic	oh	gas	full-size
5400	2013	ford	good	4 cylinders	151000	automatic	az	gas	mid-size
11500	2006	bmw	good	12 cylinders	119600	automatic	pa	gas	full-size
17983	2016	acura	like new	4 cylinders	10663	manual	pa	gas	compact
4500	2009	mazda	excellent	4 cylinders	97000	automatic	ny	gas	compact
3500	2004	jeep	good	6 cylinders	148000	automatic	ca	gas	full-size
6500	1992	cadillac	excellent	8 cylinders	77000	automatic	il	gas	mid-size
6100	1999	subaru	excellent	4 cylinders	123000	automatic	ca	gas	mid-size
9790	2010	toyota	excellent	6 cylinders	122976	automatic	fl	gas	mid-size
3200	2008	chevrolet	like new	6 cylinders	225346	automatic	va	gas	mid-size
10999	2016	ford	excellent	4 cylinders	116472	automatic	tn	gas	mid-size
8995	2015	buick	excellent	4 cylinders	105989	automatic	nh	gas	mid-size
14995	2013	ford	excellent	8 cylinders	128415	automatic	oh	gas	full-size
39900	2015	chevrolet	good	8 cylinders	30063	automatic	ia	gas	full-size
6800	2003	chevrolet	good	8 cylinders	111000	automatic	fl	gas	full-size
10999	2014	kia	excellent	4 cylinders	105196	automatic	co	gas	full-size
6995	2008	lincoln	good	6 cylinders	162044	automatic	mn	gas	compact
17000	2017	nissan	good	6 cylinders	136001	automatic	tx	gas	mid-size
29700	2008	ford	good	8 cylinders	152425	automatic	co	diesel	full-size
4400	2004	subaru	like new	4 cylinders	102354	automatic	ct	gas	full-size
13990	2010	toyota	excellent	6 cylinders	118000	automatic	de	gas	mid-size
5300	2012	nissan	excellent	4 cylinders	150000	automatic	nm	gas	mid-size
21500	2008	ford	excellent	8 cylinders	112000	automatic	mt	diesel	full-size
11998	2012	honda	excellent	6 cylinders	170632	automatic	nc	gas	mid-size
2250	2014	chevrolet	like new	4 cylinders	135262	automatic	pa	gas	compact
6500	2005	chevrolet	excellent	6 cylinders	66000	automatic	wi	gas	full-size
36000	2016	ford	excellent	8 cylinders	64282	automatic	or	gas	full-size
3500	2007	jeep	excellent	6 cylinders	200000	automatic	nc	gas	mid-size
8000	1999	ford	good	8 cylinders	155000	automatic	oh	gas	full-size
1	2016	bmw	excellent	8 cylinders	48659	automatic	fl	gas	full-size
2800	1999	ford	good	8 cylinders	124000	automatic	nj	gas	full-size
5395	2008	honda	good	4 cylinders	226684	automatic	ca	gas	mid-size
16000	2003	chevrolet	excellent	8 cylinders	91000	automatic	id	gas	full-size
15000	2000	mercedes-benz	excellent	8 cylinders	55700	automatic	pa	gas	mid-size
12500	1971	cadillac	good	8 cylinders	28800	automatic	wa	gas	full-size
1795	2002	honda	excellent	4 cylinders	137055	automatic	tn	gas	full-size
1	2018	ram	excellent	10 cylinders	21541	automatic	fl	gas	full-size
7795	2008	honda	like new	4 cylinders	135083	automatic	nj	gas	full-size
15000	2001	chevrolet	excellent	8 cylinders	122000	automatic	ma	diesel	full-size
51999	2020	ford	like new	6 cylinders	11000	automatic	mn	gas	mid-size
3000	2004	ford	fair	8 cylinders	244000	automatic	tn	gas	full-size
7950	2008	ford	excellent	8 cylinders	173267	automatic	in	gas	full-size
16500	1988	mercedes-benz	excellent	8 cylinders	59850	automatic	or	gas	full-size
2000	2001	volkswagen	fair	4 cylinders	89000	automatic	ca	gas	compact
2000	2007	saturn	good	6 cylinders	110000	automatic	id	gas	sub-compact
16900	1979	mercedes-benz	excellent	8 cylinders	49856	automatic	mi	gas	mid-size
3995	2007	mazda	excellent	4 cylinders	201862	automatic	or	gas	compact
16495	2013	ford	good	8 cylinders	148000	automatic	nc	gas	full-size
2950	2002	mercedes-benz	good	8 cylinders	257000	automatic	nc	gas	full-size
24900	2016	dodge	good	6 cylinders	63378	automatic	ia	gas	full-size
35900	2012	gmc	excellent	8 cylinders	163000	automatic	tn	diesel	full-size
4800	2000	lexus	excellent	6 cylinders	198000	automatic	nc	gas	full-size
7995	2017	hyundai	excellent	4 cylinders	31691	automatic	wi	gas	compact
3400	2002	lexus	excellent	6 cylinders	200000	automatic	sc	gas	mid-size
37900	2020	toyota	excellent	6 cylinders	27500	automatic	mi	gas	mid-size
13999	2002	lexus	good	8 cylinders	181500	automatic	ca	gas	full-size
39500	2019	ram	like new	8 cylinders	31000	automatic	mi	gas	full-size
500	1992	toyota	fair	4 cylinders	300000	automatic	id	gas	compact
4788	2012	ford	excellent	6 cylinders	140000	automatic	il	gas	mid-size
22000	1995	cadillac	excellent	8 cylinders	17300	automatic	co	gas	full-size
34900	2012	ram	excellent	6 cylinders	85622	automatic	tn	diesel	full-size
6000	2011	mazda	like new	4 cylinders	122000	automatic	tn	gas	full-size
6995	2008	jeep	good	6 cylinders	146000	automatic	nj	gas	full-size
6500	2001	chevrolet	excellent	8 cylinders	220000	automatic	ca	gas	full-size
52000	1991	rover	good	4 cylinders	89000	manual	wi	diesel	mid-size
20000	1964	mercedes-benz	excellent	6 cylinders	36804	manual	fl	gas	full-size
7950	2008	honda	excellent	6 cylinders	165030	automatic	nc	gas	full-size
8500	2005	gmc	fair	8 cylinders	265000	automatic	de	gas	full-size
9900	2014	ford	good	6 cylinders	67000	automatic	ky	gas	full-size
6980	2012	toyota	excellent	4 cylinders	163900	automatic	ca	hybrid	full-size
5900	2011	chevrolet	excellent	4 cylinders	75000	automatic	az	gas	compact
7900	2008	mercedes-benz	excellent	6 cylinders	227000	automatic	co	diesel	full-size
1	2016	audi	excellent	6 cylinders	44878	automatic	fl	gas	compact
15041	2016	nissan	like new	6 cylinders	142	automatic	nc	gas	full-size
23500	2017	jeep	like new	6 cylinders	115300	automatic	tx	gas	compact
4750	2006	honda	excellent	4 cylinders	221123	manual	ny	gas	mid-size
6495	2007	toyota	good	6 cylinders	135774	automatic	ct	gas	full-size
3200	2009	mitsubishi	fair	4 cylinders	198000	automatic	nc	gas	compact
5495	2007	honda	good	6 cylinders	160000	automatic	fl	gas	compact
2995	1998	saturn	good	4 cylinders	167000	automatic	ca	gas	compact
26990	2016	ford	good	10 cylinders	105070	automatic	me	gas	full-size
3300	2005	hyundai	good	6 cylinders	135	automatic	ct	gas	mid-size
14999	2009	gmc	good	8 cylinders	130247	automatic	mi	gas	full-size
4750	2007	honda	good	6 cylinders	150000	automatic	ca	gas	mid-size
2500	1998	buick	good	6 cylinders	85000	automatic	md	gas	mid-size
11500	1997	chevrolet	excellent	8 cylinders	103000	automatic	wa	gas	full-size
5995	2004	jaguar	excellent	6 cylinders	111106	automatic	or	gas	compact
35000	1955	chevrolet	good	8 cylinders	62033	manual	ma	gas	full-size
10200	2008	chevrolet	excellent	8 cylinders	203000	automatic	wi	gas	full-size
16999	2012	ford	excellent	8 cylinders	160264	automatic	ca	gas	full-size
25500	2018	honda	like new	4 cylinders	11638	automatic	nj	gas	mid-size
14500	2003	gmc	excellent	8 cylinders	105000	manual	tx	gas	full-size
3995	2002	nissan	excellent	6 cylinders	198655	automatic	wa	gas	full-size
1500	2004	bmw	excellent	6 cylinders	165902	automatic	tx	gas	mid-size
13500	2015	toyota	like new	4 cylinders	55635	automatic	sd	gas	mid-size
7999	2010	mini	good	4 cylinders	105367	automatic	or	gas	compact
5000	2014	ford	excellent	6 cylinders	147755	automatic	nm	gas	full-size
42990	2017	ford	good	10 cylinders	68655	automatic	va	gas	full-size
4995	2008	dodge	good	6 cylinders	228000	automatic	wi	gas	mid-size
11850	2010	volkswagen	excellent	6 cylinders	130000	automatic	nc	diesel	mid-size
16000	1977	ford	good	8 cylinders	53000	automatic	or	gas	full-size
12208	2012	honda	excellent	4 cylinders	62095	automatic	ca	gas	mid-size
3500	2002	dodge	good	6 cylinders	193000	automatic	dc	gas	mid-size
11500	2015	subaru	excellent	4 cylinders	139137	automatic	nh	gas	mid-size
2500	2008	dodge	good	4 cylinders	204159	automatic	nj	gas	mid-size
6980	2006	ford	excellent	8 cylinders	110212	automatic	ia	gas	full-size
37500	2012	ford	excellent	8 cylinders	119600	automatic	mt	gas	full-size
8000	1995	subaru	like new	4 cylinders	24000	automatic	mt	gas	full-size
1	2017	mercedes-benz	excellent	8 cylinders	32540	automatic	fl	gas	compact
22500	2013	ford	excellent	8 cylinders	136000	automatic	sc	gas	full-size
4950	2006	hyundai	like new	6 cylinders	112000	automatic	fl	gas	mid-size
10999	2016	ford	like new	4 cylinders	25000	automatic	fl	gas	compact
11000	2010	ford	like new	6 cylinders	79400	automatic	nc	gas	compact
27995	2014	ford	good	8 cylinders	99250	automatic	oh	diesel	full-size
4400	2003	toyota	excellent	6 cylinders	178523	automatic	oh	gas	full-size
1000	2004	subaru	good	4 cylinders	171766	automatic	ma	gas	sub-compact
19950	2014	jeep	excellent	6 cylinders	85642	manual	co	gas	mid-size
50119	2017	chevrolet	excellent	8 cylinders	61200	automatic	ny	gas	full-size
44990	2012	ford	good	8 cylinders	52307	automatic	oh	diesel	full-size
19500	2016	cadillac	like new	4 cylinders	65000	automatic	mi	gas	compact
349	2014	ford	like new	4 cylinders	63456	automatic	fl	gas	mid-size
7500	2005	jeep	excellent	6 cylinders	70000	automatic	tx	gas	full-size
15000	2005	lexus	good	8 cylinders	140000	automatic	ca	gas	full-size
7950	2012	buick	like new	4 cylinders	136206	automatic	mi	gas	full-size
16500	2015	bmw	excellent	4 cylinders	67000	automatic	id	gas	mid-size
2450	2001	volvo	good	6 cylinders	201000	automatic	mo	gas	full-size
39995	2014	chevrolet	good	8 cylinders	117810	automatic	mi	diesel	full-size
15999	2013	buick	excellent	6 cylinders	121633	automatic	va	gas	full-size
4500	1998	toyota	fair	6 cylinders	204477	automatic	ca	gas	full-size
5495	2007	cadillac	excellent	8 cylinders	117385	automatic	oh	gas	full-size
6995	2007	honda	excellent	4 cylinders	144885	automatic	ky	gas	mid-size
36900	2018	chevrolet	excellent	8 cylinders	98000	automatic	ga	gas	full-size
12000	2003	ford	like new	8 cylinders	87000	automatic	pa	gas	mid-size
900	2011	honda	salvage	4 cylinders	41000	automatic	tx	hybrid	compact
37995	2020	ford	excellent	6 cylinders	32000	automatic	ia	gas	full-size
9500	2015	chrysler	excellent	6 cylinders	48000	automatic	ny	gas	full-size
30000	2015	ram	good	8 cylinders	110000	automatic	ny	diesel	full-size
10995	2014	kia	like new	6 cylinders	29650	automatic	nj	gas	full-size
19900	2014	ram	excellent	8 cylinders	102929	automatic	fl	gas	full-size
9999	2006	chevrolet	good	8 cylinders	155000	automatic	ca	gas	mid-size
32998	2018	ram	excellent	8 cylinders	21608	automatic	ca	gas	full-size
6800	2013	hyundai	excellent	4 cylinders	83650	automatic	fl	gas	compact
23000	2019	chrysler	like new	6 cylinders	25000	automatic	ca	gas	full-size
4795	2004	volvo	good	5 cylinders	85000	automatic	wi	gas	mid-size
12998	2012	ford	excellent	6 cylinders	57000	automatic	fl	gas	full-size
14995	2017	volkswagen	excellent	4 cylinders	41000	manual	mi	gas	mid-size
40500	2011	ram	excellent	6 cylinders	89000	automatic	ca	diesel	full-size
9500	1985	chrysler	excellent	8 cylinders	35300	automatic	al	gas	mid-size
13500	2013	nissan	good	6 cylinders	145000	automatic	ok	gas	full-size
5800	2010	honda	excellent	4 cylinders	109000	automatic	fl	gas	mid-size
4995	2008	saturn	excellent	6 cylinders	163602	automatic	mi	gas	mid-size
6999	2008	honda	excellent	4 cylinders	133706	automatic	in	gas	mid-size
11800	2009	toyota	excellent	6 cylinders	180608	automatic	ny	gas	full-size
11497	2014	subaru	excellent	4 cylinders	131497	automatic	il	gas	full-size
9995	2009	honda	excellent	4 cylinders	83810	automatic	nm	gas	full-size
25500	2017	mercedes-benz	excellent	6 cylinders	74500	automatic	ca	gas	mid-size
12500	2014	mazda	like new	4 cylinders	80660	manual	ca	gas	mid-size
3900	2008	honda	excellent	4 cylinders	165000	automatic	nj	gas	compact
13500	2016	honda	excellent	4 cylinders	86700	automatic	ny	gas	mid-size
13500	2011	gmc	excellent	5 cylinders	130970	automatic	oh	gas	mid-size
8939	2004	nissan	excellent	6 cylinders	148000	automatic	ca	gas	mid-size
12800	2014	chevrolet	good	8 cylinders	150400	other	dc	gas	full-size
6500	2010	ford	good	4 cylinders	126000	automatic	ne	gas	compact
24972	2015	ford	excellent	6 cylinders	70280	automatic	wi	gas	full-size
4850	2006	chrysler	like new	6 cylinders	142000	automatic	nj	gas	full-size
24500	2012	mercedes-benz	excellent	6 cylinders	47467	automatic	mn	gas	mid-size
5450	2007	nissan	excellent	6 cylinders	155214	automatic	la	gas	mid-size
36955	2016	ford	excellent	8 cylinders	8882	manual	mi	gas	mid-size
8695	2013	ford	excellent	4 cylinders	99293	automatic	oh	gas	mid-size
13900	2007	chevrolet	excellent	8 cylinders	0	automatic	ca	gas	full-size
2500	2006	buick	fair	6 cylinders	189000	automatic	nc	gas	full-size
9950	2013	ford	excellent	6 cylinders	202259	automatic	mi	gas	full-size
1100	2003	acura	good	6 cylinders	220000	automatic	fl	gas	mid-size
1695	2009	chevrolet	excellent	4 cylinders	13600	automatic	vt	gas	compact
2500	1998	ford	good	4 cylinders	178000	manual	fl	gas	full-size
3500	2009	infiniti	good	6 cylinders	135000	automatic	co	gas	full-size
3150	2012	mazda	excellent	4 cylinders	200000	automatic	tx	gas	compact
1	2015	mercedes-benz	excellent	4 cylinders	95798	automatic	tx	gas	mid-size
5000	1995	chevrolet	excellent	8 cylinders	140000	automatic	fl	gas	mid-size
28999	1955	chevrolet	good	8 cylinders	1234	automatic	al	gas	full-size
5900	1995	gmc	excellent	8 cylinders	145000	automatic	il	gas	full-size
6975	2011	nissan	excellent	4 cylinders	170098	automatic	wi	gas	mid-size
2000	2003	ram	good	8 cylinders	135913	automatic	nc	gas	full-size
25000	2003	rover	like new	8 cylinders	88000	automatic	ma	gas	full-size
5900	2011	honda	good	4 cylinders	58747	automatic	ny	gas	full-size
12500	2009	pontiac	good	8 cylinders	139000	automatic	ga	gas	full-size
18250	2012	chevrolet	good	8 cylinders	175912	automatic	ok	gas	full-size
68523	2019	chevrolet	like new	8 cylinders	2500	automatic	ny	gas	compact
10995	2010	ford	good	6 cylinders	110000	automatic	me	gas	full-size
9975	2007	gmc	good	8 cylinders	195391	automatic	co	gas	full-size
7600	2011	hyundai	excellent	4 cylinders	165000	automatic	pa	gas	full-size
11000	1994	ford	excellent	8 cylinders	82379	manual	tn	gas	mid-size
15490	2013	ford	like new	8 cylinders	133000	automatic	fl	gas	full-size
17995	2013	mercedes-benz	excellent	8 cylinders	127213	automatic	ma	gas	full-size
9400	2012	toyota	like new	4 cylinders	69000	automatic	ca	gas	compact
25995	2013	ford	excellent	8 cylinders	70992	automatic	va	gas	full-size
32900	2011	ford	excellent	10 cylinders	121000	automatic	mo	gas	full-size
14625	2006	subaru	excellent	4 cylinders	128307	manual	id	gas	sub-compact
1400	2003	buick	fair	6 cylinders	263000	automatic	ok	gas	mid-size
17480	2016	ford	excellent	4 cylinders	74537	automatic	ks	gas	full-size
8495	2013	buick	good	4 cylinders	143100	automatic	il	gas	full-size
8500	1999	ford	excellent	8 cylinders	36534	automatic	ri	gas	mid-size
8900	2013	nissan	excellent	6 cylinders	159290	automatic	ga	gas	full-size
31500	1989	toyota	good	6 cylinders	266000	automatic	co	gas	mid-size
7500	2013	ford	excellent	other	56700	automatic	il	electric	compact
1650	2004	dodge	good	6 cylinders	178000	automatic	wi	gas	full-size
8750	2011	chevrolet	excellent	4 cylinders	74000	automatic	mi	gas	mid-size
6500	2005	ram	fair	6 cylinders	250000	automatic	mt	diesel	full-size
7500	2013	nissan	excellent	4 cylinders	62000	automatic	nj	gas	full-size
8500	2013	volvo	excellent	5 cylinders	103264	automatic	co	gas	mid-size
12000	1977	gmc	good	8 cylinders	123456	automatic	fl	gas	full-size
15000	2012	gmc	excellent	8 cylinders	67000	automatic	pa	gas	full-size
7500	2012	fiat	excellent	4 cylinders	85700	automatic	ct	gas	compact
6000	2004	chevrolet	excellent	6 cylinders	119901	automatic	in	gas	mid-size
6500	2011	chevrolet	good	8 cylinders	232422	automatic	mo	diesel	full-size
3550	1976	mercedes-benz	good	8 cylinders	149000	automatic	in	gas	mid-size
5100	2012	kia	good	6 cylinders	201341	automatic	nc	gas	full-size
7995	2007	jeep	good	6 cylinders	164744	automatic	wi	gas	full-size
3995	1993	toyota	good	6 cylinders	183000	automatic	ca	gas	mid-size
7999	2013	ford	like new	4 cylinders	110000	automatic	ok	gas	mid-size
5999	2008	volkswagen	good	5 cylinders	100338	automatic	or	gas	compact
3600	2006	honda	fair	4 cylinders	172000	automatic	pa	gas	mid-size
7999	2003	buick	like new	6 cylinders	46428	automatic	fl	gas	mid-size
13500	2014	audi	excellent	4 cylinders	120008	automatic	mi	gas	mid-size
9900	2006	jeep	excellent	6 cylinders	158000	manual	in	gas	full-size
1000	1999	ram	good	6 cylinders	150377	automatic	tn	gas	full-size
3995	2008	mini	excellent	4 cylinders	140000	automatic	ca	gas	compact
26990	2016	chevrolet	good	8 cylinders	75734	automatic	la	gas	full-size
14999	2016	volkswagen	good	4 cylinders	71612	automatic	ak	gas	mid-size
9500	1995	ford	good	8 cylinders	200000	automatic	fl	gas	full-size
5500	2015	hyundai	good	4 cylinders	126000	automatic	ca	gas	compact
4250	2003	honda	good	4 cylinders	175000	automatic	mn	gas	mid-size
3800	2008	kia	excellent	6 cylinders	134000	automatic	oh	gas	mid-size
6000	1999	chevrolet	excellent	8 cylinders	202000	automatic	fl	gas	full-size
29995	2016	chevrolet	like new	4 cylinders	104182	automatic	ma	gas	full-size
4150	2005	toyota	good	8 cylinders	298800	automatic	wi	gas	full-size
1895	2013	toyota	good	4 cylinders	83000	automatic	fl	gas	mid-size
12499	2014	acura	excellent	4 cylinders	150454	automatic	fl	gas	compact
6200	2003	ram	good	8 cylinders	110000	automatic	oh	gas	full-size
8450	2015	honda	excellent	4 cylinders	100000	automatic	ia	gas	compact
3750	2006	chevrolet	good	4 cylinders	136343	automatic	ar	gas	mid-size
9500	2005	toyota	like new	6 cylinders	75000	automatic	ca	gas	full-size
3948	2002	bmw	excellent	6 cylinders	139490	automatic	ca	gas	full-size
12500	2005	ford	excellent	8 cylinders	157997	automatic	nj	gas	full-size
3950	2011	ford	good	4 cylinders	130111	manual	mn	gas	compact
3500	2003	hyundai	excellent	6 cylinders	127000	automatic	pa	gas	full-size
11990	2016	ford	excellent	4 cylinders	116000	automatic	ia	gas	compact
13995	2013	hyundai	excellent	4 cylinders	128053	manual	tx	gas	sub-compact
12500	2015	kia	excellent	4 cylinders	73000	automatic	ny	gas	compact
24990	2014	mitsubishi	good	4 cylinders	117851	automatic	de	diesel	full-size
10500	2013	ford	good	8 cylinders	168000	automatic	ca	gas	full-size
1000	2012	chrysler	excellent	6 cylinders	150797	automatic	or	gas	mid-size
1000	2011	nissan	excellent	4 cylinders	170290	automatic	or	gas	mid-size
5900	2011	chrysler	excellent	6 cylinders	154000	automatic	ny	gas	mid-size
3500	2009	bmw	good	6 cylinders	195483	automatic	mi	gas	full-size
8899	2017	nissan	excellent	4 cylinders	65511	manual	oh	gas	compact
5995	2009	nissan	excellent	4 cylinders	95477	automatic	ca	gas	sub-compact
8999	2008	toyota	excellent	6 cylinders	157032	automatic	oh	gas	full-size
10500	2010	lincoln	good	8 cylinders	89900	automatic	al	gas	full-size
2275	1997	gmc	fair	8 cylinders	255550	automatic	fl	gas	full-size
7800	2010	ford	good	4 cylinders	42206	automatic	tx	gas	full-size
48207	2020	jeep	excellent	6 cylinders	25931	automatic	mi	gas	full-size
6998	2009	bmw	excellent	6 cylinders	125000	automatic	fl	gas	mid-size
9900	2008	chrysler	like new	8 cylinders	150112	automatic	ga	gas	full-size
7000	2010	ford	excellent	6 cylinders	142000	automatic	id	gas	mid-size
4500	2005	ram	good	8 cylinders	175000	automatic	nh	gas	full-size
190	2011	kia	excellent	4 cylinders	110991	automatic	id	gas	full-size
47995	2017	chevrolet	excellent	8 cylinders	28100	automatic	ny	gas	full-size
24990	2015	chevrolet	excellent	8 cylinders	157349	automatic	mn	gas	full-size
9900	2012	nissan	like new	4 cylinders	110000	automatic	ca	gas	full-size
1853	2005	pontiac	good	6 cylinders	205705	automatic	mn	gas	compact
5000	2001	toyota	good	6 cylinders	185000	automatic	tx	gas	full-size
1900	1994	nissan	good	4 cylinders	300000	manual	az	gas	mid-size
3700	2009	honda	like new	4 cylinders	231113	automatic	ny	hybrid	compact
8495	2008	toyota	like new	4 cylinders	130	automatic	me	gas	full-size
6800	1952	dodge	good	6 cylinders	1	manual	co	gas	full-size
13995	2014	buick	excellent	6 cylinders	116593	automatic	ct	gas	full-size
7999	2013	kia	like new	4 cylinders	131000	automatic	tx	gas	mid-size
11995	2012	honda	good	4 cylinders	74309	manual	or	hybrid	compact
8500	2010	audi	good	6 cylinders	129032	automatic	tn	gas	mid-size
16995	2011	ford	excellent	8 cylinders	92984	automatic	tx	gas	sub-compact
29995	2017	ford	excellent	6 cylinders	88000	automatic	ks	gas	full-size
8200	2002	chevrolet	excellent	6 cylinders	75000	manual	md	gas	compact
1200	2005	honda	fair	4 cylinders	134000	automatic	co	gas	mid-size
2400	1995	nissan	fair	4 cylinders	150485	automatic	nc	gas	full-size
18600	2019	nissan	like new	4 cylinders	16608	automatic	oh	gas	compact
17500	2016	ram	excellent	8 cylinders	92000	automatic	in	gas	full-size
5000	2007	honda	good	4 cylinders	252000	automatic	dc	gas	compact
10995	2012	chevrolet	good	8 cylinders	188999	automatic	wi	gas	full-size
2000	2020	chevrolet	excellent	4 cylinders	26111	automatic	fl	gas	full-size
10991	2012	subaru	excellent	4 cylinders	65000	automatic	fl	gas	full-size
13200	2012	toyota	excellent	6 cylinders	127000	automatic	tx	gas	full-size
15000	2012	gmc	like new	6 cylinders	60000	automatic	ca	gas	full-size
17500	2018	dodge	excellent	4 cylinders	48000	automatic	oh	gas	full-size
6500	2005	mercedes-benz	excellent	6 cylinders	70000	automatic	nj	gas	compact
17495	2018	chevrolet	excellent	4 cylinders	103088	automatic	wa	gas	compact
24900	2012	gmc	excellent	8 cylinders	111000	automatic	sc	gas	full-size
5495	2010	nissan	excellent	4 cylinders	128175	automatic	me	gas	full-size
10885	2016	dodge	excellent	6 cylinders	139000	automatic	ia	gas	full-size
9915	2009	dodge	excellent	6 cylinders	100082	automatic	ky	gas	compact
34592	2017	ram	excellent	8 cylinders	35976	automatic	mn	gas	full-size
10900	2016	lincoln	like new	6 cylinders	158837	automatic	ny	gas	full-size
9550	2011	gmc	excellent	8 cylinders	184694	automatic	me	gas	full-size
23977	2012	ford	good	10 cylinders	37039	automatic	fl	gas	full-size
5498	2006	nissan	excellent	4 cylinders	50000	automatic	fl	gas	mid-size
29900	2017	ford	excellent	6 cylinders	72849	automatic	il	gas	full-size
3399	2006	nissan	excellent	6 cylinders	170000	automatic	ct	gas	full-size
2400	1986	chevrolet	good	8 cylinders	85410	automatic	nj	gas	full-size
4800	2007	ram	good	8 cylinders	140000	automatic	in	gas	full-size
4590	2003	chevrolet	good	8 cylinders	149876	automatic	ok	gas	mid-size
5500	2009	chevrolet	good	4 cylinders	125000	automatic	mn	gas	mid-size
23990	2015	ford	excellent	6 cylinders	145614	automatic	mn	gas	full-size
50000	2020	ford	like new	8 cylinders	33045	automatic	ks	gas	full-size
9995	2009	gmc	excellent	4 cylinders	161386	automatic	tx	gas	full-size
31000	2017	infiniti	excellent	6 cylinders	28000	automatic	pa	gas	mid-size
13995	2007	ford	excellent	8 cylinders	233627	manual	wi	diesel	full-size
7250	2006	volvo	excellent	4 cylinders	153800	automatic	ny	gas	mid-size
5995	2009	pontiac	excellent	4 cylinders	168670	automatic	or	gas	compact
34988	2014	gmc	like new	8 cylinders	200000	automatic	ok	diesel	full-size
4500	2008	ford	like new	6 cylinders	177440	automatic	pa	gas	mid-size
7970	2012	chevrolet	excellent	8 cylinders	158559	automatic	dc	gas	full-size
37999	2019	ford	like new	6 cylinders	25907	automatic	or	gas	full-size
2250	2004	pontiac	good	6 cylinders	200000	automatic	mi	gas	full-size
16995	2015	chevrolet	excellent	4 cylinders	137501	automatic	nm	gas	mid-size
6700	2014	nissan	like new	6 cylinders	195910	automatic	tn	gas	full-size
6499	2007	honda	good	6 cylinders	188500	automatic	wi	gas	mid-size
4375	2001	nissan	excellent	6 cylinders	146098	automatic	wi	gas	mid-size
2900	2008	mitsubishi	excellent	4 cylinders	154000	automatic	fl	gas	compact
16998	2007	ford	good	8 cylinders	164367	automatic	or	gas	full-size
1	2018	dodge	excellent	6 cylinders	62531	automatic	fl	gas	compact
17995	2017	dodge	excellent	6 cylinders	37182	automatic	il	gas	full-size
1500	1996	chevrolet	good	4 cylinders	167560	manual	co	gas	compact
36944	2020	ford	excellent	6 cylinders	34405	automatic	md	gas	full-size
6300	2010	subaru	good	4 cylinders	127151	automatic	pa	gas	mid-size
8846	2009	pontiac	good	6 cylinders	109500	automatic	sd	gas	full-size
1200	1999	lexus	good	6 cylinders	325000	automatic	id	gas	mid-size
21900	2017	ram	excellent	6 cylinders	74369	automatic	tn	gas	full-size
5500	2000	mercedes-benz	excellent	6 cylinders	94689	automatic	nj	gas	full-size
34500	2019	ford	like new	6 cylinders	7646	automatic	tn	gas	full-size
14900	1999	lexus	good	8 cylinders	258000	automatic	ca	gas	full-size
40900	2017	chevrolet	like new	8 cylinders	26404	automatic	tn	gas	full-size
11500	2014	chevrolet	good	4 cylinders	96650	automatic	al	gas	full-size
6000	1992	cadillac	good	8 cylinders	91000	automatic	nj	gas	mid-size
14995	2012	gmc	good	8 cylinders	140000	automatic	mt	gas	full-size
