birdwatcher_id,age,favorite_bird,lens_size,repeat_experience,date
4237,96,sparrow,8,1,2023-12-20
4238,74,hummingbird,8,0,2023-10-01
4239,88,woodpecker,7,1,2023-08-16
4240,52,sparrow,10,0,2023-06-26
4241,71,sparrow,8,0,2023-12-14
4242,29,sparrow,8,1,2023-01-23
4243,32,sparrow,7,0,2023-09-23
4244,38,woodpecker,7,1,2023-06-21
4245,19,hummingbird,10,0,2023-09-04
4246,105,woodpecker,10,0,2023-07-16
4247,100,woodpecker,8,0,2023-01-09
4248,54,woodpecker,7,1,2023-07-18
4249,74,sparrow,8,1,2023-12-14
4250,93,hummingbird,10,1,2023-02-03
4251,97,woodpecker,7,0,2023-02-09
4252,98,woodpecker,8,0,2023-11-12
4253,68,spaarow,8,1,2023-08-13
4254,96,woodpecker,8,0,2023-09-08
4255,98,sparrow,8,1,2023-03-04
4256,98,sparrow,7,1,2023-01-06
4257,89,sparrow,7,1,2023-02-19
4258,97,sparrow,8,0,2023-03-22
4259,88,woodpecker,10,0,2023-04-15
4260,98,spaarow,7,0,2023-11-18
4261,35,sparrow,7,1,2023-06-18
4262,25,sparrow,10,0,2023-05-16
4263,36,hummingbird,8,0,2023-02-26
4264,61,wodopecker,7,1,2023-11-06
4265,19,hummingbird,10,0,2023-10-14
4266,83,sparrow,7,0,2023-02-18
4267,44,woodpecker,10,1,2023-01-08
4268,90,woodpecker,8,0,2023-04-05
4269,58,woodpecker,10,1,2023-05-05
4270,52,hummingbird,10,0,2023-12-23
4271,27,sparrow,8,1,2023-07-01
4272,81,hummingbird,10,1,2023-06-02
4273,55,hummingbird,7,0,2023-09-26
4274,77,woodpecker,7,1,2023-01-04
4275,94,sparrow,7,0,2023-09-22
4276,21,sparrow,7,1,2023-05-19
4277,88,sparrow,8,0,2023-09-01
4278,29,hummingbird,10,1,2023-05-26
4279,49,sparrow,8,0,2023-03-11
4280,22,sparrow,7,0,2023-04-28
4281,37,woodpecker,10,0,2023-08-26
4282,74,hummingbird,8,1,2023-04-07
4283,70,sparrow,10,1,2023-11-16
4284,39,hummingbird,10,0,2023-08-16
4285,89,spaarow,7,0,2023-04-04
4286,86,woodpecker,7,1,2023-03-13
4287,20,spaarow,10,1,2023-09-21
4288,93,hummingbird,7,0,2023-11-18
4289,64,spaarow,8,1,2023-02-05
4290,72,woodpecker,10,1,2023-11-05
4291,104,woodpecker,7,0,2023-09-05
4292,66,sparrow,8,0,2023-02-16
4293,79,woodpecker,8,1,2023-09-03
4294,21,wodopecker,10,1,2023-10-06
4295,30,spaarow,8,0,2023-04-21
4296,46,sparrow,7,0,2023-07-27
4297,71,hummingbird,7,0,2023-11-12
4298,39,sparrow,10,1,2023-04-27
4299,49,hummingbird,7,1,2023-05-14
4300,21,sparrow,8,0,2023-01-25
4301,102,woodpecker,8,1,2023-07-02
4302,27,hummingbird,10,0,2023-06-25
4303,94,woodpecker,8,1,2023-07-01
4304,95,sparrow,8,0,2023-04-22
4305,65,sparrow,7,1,2023-12-12
4306,20,woodpecker,10,0,2023-07-15
4307,38,wodopecker,7,0,2023-10-27
4308,83,hummingbird,10,0,2023-04-24
4309,28,hummingbird,10,0,2023-03-16
4310,66,woodpecker,7,0,2023-10-26
4311,23,woodpecker,10,0,2023-09-14
4312,39,hummingbird,7,0,2023-11-28
4313,53,hummingbird,10,1,2023-11-06
4314,25,sparrow,8,1,2023-04-20
4315,103,woodpecker,8,1,2023-09-10
4316,39,sparrow,8,1,2023-08-25
4317,93,hummingbird,10,1,2023-02-14
4318,61,woodpecker,8,1,2023-10-01
4319,24,huminggbird,10,0,2023-07-03
4320,20,hummingbird,7,0,2023-09-03
4321,31,sparrow,8,0,2023-12-25
4322,41,sparrow,10,1,2023-03-25
4323,85,hummingbird,10,1,2023-11-02
4324,67,sparrow,10,1,2023-06-09
4325,100,woodpecker,8,1,2023-07-09
4326,43,hummingbird,10,1,2023-08-21
4327,18,hummingbird,7,1,2023-06-10
4328,71,hummingbird,8,1,2023-09-20
4329,53,sparrow,8,0,2023-06-10
4330,99,sparrow,8,1,2023-08-17
4331,32,huminggbird,7,1,2023-08-13
4332,71,woodpecker,8,0,2023-12-19
4333,73,hummingbird,7,0,2023-12-18
4334,47,woodpecker,10,0,2023-11-20
4335,43,sparrow,7,1,2023-10-22
4336,27,spaarow,7,1,2023-10-05
4337,45,woodpecker,8,1,2023-08-11
4338,104,woodpecker,8,0,2023-02-23
4339,88,sparrow,8,1,2023-08-11
4340,85,sparrow,7,1,2023-09-17
4341,39,huminggbird,7,1,2023-10-21
4342,91,hummingbird,10,1,2023-02-09
4343,45,woodpecker,8,0,2023-11-09
4344,46,hummingbird,8,0,2023-05-28
4345,61,woodpecker,8,1,2023-05-20
4346,94,hummingbird,8,0,2023-09-08
4347,80,woodpecker,8,1,2023-06-11
4348,91,sparrow,7,0,2023-04-19
4349,27,hummingbird,7,1,2023-04-12
4350,19,sparrow,10,1,2023-05-07
4351,68,woodpecker,8,0,2023-06-17
4352,94,sparrow,8,0,2023-11-14
4353,38,hummingbird,8,0,2023-05-09
4354,80,hummingbird,8,1,2023-10-14
4355,71,hummingbird,8,1,2023-11-22
4356,72,sparrow,7,0,2023-04-25
4357,93,sparrow,7,1,2023-10-26
4358,62,woodpecker,10,1,2023-03-26
4359,82,sparrow,10,1,2023-12-10
4360,94,hummingbird,7,1,2023-04-22
4361,87,woodpecker,10,1,2023-11-12
4362,20,hummingbird,8,1,2023-12-18
4363,88,woodpecker,8,1,2023-09-11
4364,103,hummingbird,7,1,2023-04-26
4365,27,sparrow,7,0,2023-08-19
4366,99,hummingbird,7,1,2023-09-06
4367,67,sparrow,10,1,2023-02-24
4368,98,hummingbird,8,1,2023-12-10
4369,74,woodpecker,7,1,2023-11-08
4370,45,wodopecker,7,0,2023-04-20
4371,37,hummingbird,8,0,2023-11-27
4372,45,spaarow,7,0,2023-06-06
4373,90,sparrow,7,1,2023-11-26
4374,53,hummingbird,7,1,2023-08-12
4375,31,sparrow,7,0,2023-04-13
4376,66,sparrow,10,0,2023-08-23
4377,31,hummingbird,8,1,2023-05-19
4378,54,hummingbird,8,0,2023-08-18
4379,65,sparrow,8,1,2023-06-05
4380,98,woodpecker,8,0,2023-05-20
4381,104,hummingbird,7,0,2023-02-09
4382,68,hummingbird,7,1,2023-02-13
4383,77,hummingbird,8,0,2023-09-13
4384,28,woodpecker,8,1,2023-01-03
4385,68,hummingbird,7,1,2023-04-26
4386,103,woodpecker,7,1,2023-05-16
4387,55,sparrow,7,0,2023-08-18
4388,92,hummingbird,10,0,2023-10-27
4389,18,huminggbird,7,1,2023-05-17
4390,66,sparrow,8,0,2023-10-14
4391,55,sparrow,8,0,2023-04-09
4392,45,woodpecker,8,1,2023-01-14
4393,90,sparrow,7,1,2023-11-16
4394,27,sparrow,7,0,2023-10-04
4395,65,sparrow,10,1,2023-08-14
4396,69,hummingbird,8,0,2023-07-11
4397,77,sparrow,7,0,2023-02-05
4398,33,sparrow,7,1,2023-03-04
4399,78,sparrow,10,0,2023-06-25
4400,19,hummingbird,8,1,2023-01-02
4401,101,wodopecker,8,0,2023-02-09
4402,85,woodpecker,10,0,2023-02-18
4403,58,sparrow,7,1,2023-09-09
4404,35,woodpecker,10,1,2023-03-26
4405,26,woodpecker,10,1,2023-02-24
4406,99,hummingbird,10,0,2023-11-14
4407,28,woodpecker,8,1,2023-04-02
4408,40,sparrow,7,1,2023-11-19
4409,40,sparrow,7,1,2023-01-01
4410,56,sparrow,8,0,2023-02-11
4411,50,sparrow,8,1,2023-10-24
4412,58,sparrow,8,0,2023-05-10
4413,77,woodpecker,10,1,2023-07-08
4414,46,sparrow,8,0,2023-04-08
4415,70,woodpecker,8,1,2023-10-20
4416,73,sparrow,8,1,2023-10-25
4417,58,sparrow,8,0,2023-05-18
4418,99,woodpecker,8,1,2023-06-27
4419,31,huminggbird,10,0,2023-04-05
4420,69,sparrow,10,1,2023-01-18
4421,81,woodpecker,10,1,2023-10-11
4422,100,hummingbird,10,0,2023-04-06
4423,105,woodpecker,8,1,2023-07-07
4424,97,woodpecker,10,0,2023-09-20
4425,74,sparrow,8,1,2023-01-06
4426,70,sparrow,10,1,2023-02-19
4427,102,hummingbird,7,0,2023-12-20
4428,86,hummingbird,8,1,2023-05-26
4429,69,sparrow,8,0,2023-08-04
4430,101,hummingbird,7,0,2023-02-08
4431,105,sparrow,8,0,2023-07-08
4432,39,hummingbird,10,0,2023-04-15
4433,23,sparrow,10,1,2023-10-06
4434,65,woodpecker,7,0,2023-03-08
4435,34,hummingbird,10,1,2023-05-04
4436,83,sparrow,8,0,2023-01-08
4437,87,sparrow,8,0,2023-11-10
4438,101,sparrow,10,0,2023-07-19
4439,50,woodpecker,8,0,2023-10-28
4440,101,sparrow,7,1,2023-07-15
4441,19,sparrow,8,0,2023-04-08
4442,20,hummingbird,8,0,2023-02-28
4443,52,sparrow,10,0,2023-02-14
4444,23,sparrow,7,0,2023-12-15
4445,91,hummingbird,7,1,2023-08-05
4446,73,huminggbird,8,0,2023-12-13
4447,90,huminggbird,7,1,2023-10-25
4448,84,huminggbird,10,0,2023-07-01
4449,39,hummingbird,7,1,2023-09-25
4450,81,sparrow,8,0,2023-05-07
4451,55,woodpecker,7,0,2023-11-16
4452,45,hummingbird,10,0,2023-07-26
4453,97,hummingbird,7,1,2023-09-11
4454,79,sparrow,8,1,2023-06-01
4455,100,hummingbird,7,1,2023-08-17
4456,60,sparrow,10,1,2023-10-13
4457,70,hummingbird,7,1,2023-08-20
4458,98,woodpecker,7,1,2023-04-12
4459,100,hummingbird,8,0,2023-03-23
4460,98,sparrow,7,1,2023-02-20
4461,18,hummingbird,8,0,2023-12-22
4462,87,hummingbird,7,1,2023-07-06
4463,84,hummingbird,10,0,2023-07-07
4464,67,woodpecker,10,1,2023-04-11
4465,104,sparrow,10,1,2023-06-13
4466,95,woodpecker,7,0,2023-05-08
4467,81,sparrow,7,0,2023-12-10
4468,52,hummingbird,7,0,2023-04-13
4469,97,woodpecker,10,1,2023-10-16
4470,90,sparrow,10,0,2023-01-22
4471,45,sparrow,7,1,2023-10-08
4472,85,sparrow,8,1,2023-11-23
4473,70,woodpecker,8,0,2023-02-15
4474,49,huminggbird,7,0,2023-12-26
4475,93,woodpecker,10,1,2023-01-13
4476,21,sparrow,7,1,2023-10-12
4477,76,sparrow,7,1,2023-06-13
4478,95,sparrow,8,0,2023-01-16
4479,96,sparrow,8,0,2023-07-24
4480,33,sparrow,10,0,2023-08-14
4481,89,woodpecker,8,0,2023-02-14
4482,80,wodopecker,10,1,2023-05-12
4483,104,hummingbird,8,0,2023-04-09
4484,99,woodpecker,7,1,2023-06-09
4485,72,sparrow,8,0,2023-08-06
4486,90,woodpecker,8,0,2023-03-08
4487,37,woodpecker,8,1,2023-10-21
4488,62,sparrow,10,0,2023-09-20
4489,36,hummingbird,10,1,2023-09-26
4490,63,hummingbird,10,1,2023-04-28
4491,54,wodopecker,10,1,2023-01-13
4492,95,sparrow,10,0,2023-06-02
4493,67,hummingbird,10,0,2023-04-03
4494,103,sparrow,7,0,2023-12-06
4495,64,woodpecker,10,0,2023-02-20
4496,28,sparrow,7,1,2023-12-18
4497,40,huminggbird,10,1,2023-01-09
4498,21,sparrow,10,0,2023-02-17
4499,27,hummingbird,10,0,2023-05-15
4500,33,sparrow,8,1,2023-03-10
4501,42,woodpecker,7,0,2023-03-28
4502,73,woodpecker,8,0,2023-07-09
4503,18,woodpecker,7,0,2023-03-08
4504,34,woodpecker,7,1,2023-07-10
4505,21,sparrow,10,1,2023-03-17
4506,81,woodpecker,8,0,2023-02-08
4507,49,woodpecker,8,0,2023-02-20
4508,102,spaarow,10,1,2023-01-19
4509,71,wodopecker,7,0,2023-11-26
4510,67,woodpecker,7,1,2023-12-06
4511,76,woodpecker,8,0,2023-05-18
4512,27,huminggbird,7,0,2023-08-14
4513,62,sparrow,8,0,2023-03-08
4514,55,sparrow,10,0,2023-01-26
4515,47,sparrow,7,0,2023-04-20
4516,61,hummingbird,7,1,2023-12-03
4517,52,hummingbird,8,1,2023-02-25
4518,47,hummingbird,8,1,2023-02-09
4519,39,woodpecker,10,0,2023-03-18
4520,75,woodpecker,10,0,2023-02-25
4521,25,sparrow,7,1,2023-08-18
4522,18,sparrow,7,1,2023-06-24
4523,98,sparrow,10,1,2023-03-05
4524,102,hummingbird,7,1,2023-09-06
4525,55,sparrow,7,1,2023-04-26
4526,19,hummingbird,7,0,2023-01-11
4527,74,sparrow,8,0,2023-03-25
4528,73,woodpecker,10,0,2023-05-17
4529,19,sparrow,7,0,2023-01-17
4530,36,sparrow,8,0,2023-09-02
4531,100,woodpecker,10,1,2023-07-05
4532,25,woodpecker,10,0,2023-03-02
4533,58,wodopecker,7,0,2023-08-05
4534,64,hummingbird,10,0,2023-03-08
4535,60,wodopecker,7,1,2023-10-27
4536,55,spaarow,7,1,2023-06-19
4537,83,woodpecker,8,1,2023-05-15
4538,58,sparrow,7,0,2023-04-15
4539,55,hummingbird,7,0,2023-03-23
4540,75,hummingbird,8,1,2023-02-23
4541,103,sparrow,10,1,2023-04-06
4542,62,sparrow,10,1,2023-11-20
4543,23,sparrow,8,0,2023-01-03
4544,86,sparrow,7,0,2023-07-05
4545,54,woodpecker,7,0,2023-01-10
4546,32,hummingbird,8,0,2023-08-17
4547,73,hummingbird,8,1,2023-08-22
4548,85,huminggbird,8,1,2023-07-18
4549,56,hummingbird,8,1,2023-09-24
4550,84,sparrow,7,0,2023-07-17
4551,22,wodopecker,7,1,2023-08-21
4552,59,woodpecker,7,0,2023-09-12
4553,35,woodpecker,7,0,2023-10-19
4554,37,woodpecker,8,1,2023-12-27
4555,83,hummingbird,8,0,2023-12-13
4556,101,sparrow,8,1,2023-05-17
4557,102,woodpecker,7,1,2023-07-06
4558,87,hummingbird,10,1,2023-09-28
4559,81,sparrow,10,1,2023-08-05
4560,22,hummingbird,8,1,2023-01-07
4561,27,hummingbird,8,0,2023-02-20
4562,87,woodpecker,8,0,2023-06-27
4563,30,woodpecker,10,1,2023-05-04
4564,26,hummingbird,10,1,2023-10-14
4565,60,sparrow,7,0,2023-07-13
4566,91,sparrow,8,1,2023-05-12
4567,61,sparrow,7,0,2023-01-11
4568,96,woodpecker,8,1,2023-08-07
4569,63,hummingbird,7,0,2023-01-07
4570,56,sparrow,8,0,2023-07-25
4571,60,hummingbird,8,0,2023-11-25
4572,20,sparrow,7,1,2023-03-15
4573,52,wodopecker,10,0,2023-10-26
4574,78,sparrow,10,1,2023-12-05
4575,49,hummingbird,7,1,2023-11-26
4576,31,spaarow,7,1,2023-05-13
4577,66,sparrow,10,1,2023-04-05
4578,80,sparrow,8,0,2023-01-08
4579,29,hummingbird,7,0,2023-08-09
4580,104,woodpecker,10,0,2023-08-13
4581,77,huminggbird,7,0,2023-08-23
4582,37,hummingbird,7,0,2023-08-12
4583,94,hummingbird,8,0,2023-04-15
4584,95,woodpecker,8,0,2023-03-14
4585,89,hummingbird,7,0,2023-01-08
4586,25,hummingbird,10,1,2023-03-21
4587,98,sparrow,10,0,2023-02-10
4588,29,woodpecker,10,1,2023-06-02
4589,26,sparrow,8,1,2023-06-15
4590,75,hummingbird,10,1,2023-07-21
4591,25,woodpecker,7,0,2023-07-03
4592,77,sparrow,8,1,2023-10-10
4593,41,hummingbird,7,0,2023-06-27
4594,73,spaarow,10,1,2023-09-18
4595,38,hummingbird,7,0,2023-08-02
4596,31,hummingbird,8,0,2023-08-03
4597,55,hummingbird,8,0,2023-06-11
4598,50,hummingbird,10,1,2023-04-10
4599,92,hummingbird,10,1,2023-09-06
4600,35,woodpecker,10,0,2023-01-04
4601,102,woodpecker,10,1,2023-03-24
4602,54,sparrow,7,1,2023-12-18
4603,59,hummingbird,7,0,2023-05-02
4604,27,woodpecker,7,0,2023-01-17
4605,69,woodpecker,7,1,2023-04-21
4606,80,sparrow,8,0,2023-09-12
4607,58,woodpecker,7,0,2023-01-15
4608,23,woodpecker,10,0,2023-07-11
4609,28,woodpecker,7,0,2023-10-15
4610,30,woodpecker,7,0,2023-06-20
4611,68,hummingbird,8,0,2023-06-10
4612,22,sparrow,8,1,2023-06-02
4613,60,wodopecker,10,1,2023-09-19
4614,79,woodpecker,8,0,2023-02-15
4615,90,woodpecker,7,0,2023-08-14
4616,25,woodpecker,7,0,2023-09-02
4617,50,spaarow,7,1,2023-11-25
4618,104,woodpecker,10,0,2023-09-24
4619,83,sparrow,8,0,2023-12-19
4620,87,sparrow,10,1,2023-09-03
4621,43,woodpecker,7,0,2023-03-27
4622,48,woodpecker,7,0,2023-07-11
4623,38,woodpecker,10,1,2023-11-23
4624,105,sparrow,8,1,2023-08-24
4625,24,sparrow,10,0,2023-12-21
4626,95,sparrow,10,0,2023-05-05
4627,75,woodpecker,10,0,2023-03-25
4628,58,sparrow,8,0,2023-04-03
4629,21,hummingbird,10,0,2023-10-13
4630,22,woodpecker,10,1,2023-05-13
4631,67,sparrow,10,0,2023-04-02
4632,84,woodpecker,10,0,2023-01-10
4633,56,woodpecker,10,1,2023-01-05
4634,39,woodpecker,8,1,2023-04-14
4635,91,spaarow,7,1,2023-10-07
4636,75,hummingbird,7,0,2023-07-26
4637,95,sparrow,8,1,2023-03-14
4638,24,hummingbird,8,0,2023-09-19
4639,97,woodpecker,10,0,2023-05-07
4640,85,woodpecker,8,0,2023-01-03
4641,33,woodpecker,10,1,2023-03-28
4642,54,hummingbird,7,1,2023-01-09
4643,95,woodpecker,8,1,2023-12-16
4644,34,hummingbird,8,0,2023-02-08
4645,72,sparrow,8,1,2023-08-06
4646,78,hummingbird,8,1,2023-11-16
4647,26,sparrow,7,1,2023-02-03
4648,67,hummingbird,10,0,2023-11-15
4649,84,huminggbird,7,0,2023-06-20
4650,25,sparrow,10,1,2023-12-12
4651,68,woodpecker,7,0,2023-08-09
4652,36,sparrow,10,0,2023-10-18
4653,61,sparrow,8,1,2023-09-27
4654,99,woodpecker,10,1,2023-12-11
4655,24,sparrow,10,0,2023-11-22
4656,46,hummingbird,8,0,2023-06-17
4657,88,hummingbird,7,1,2023-03-22
4658,69,woodpecker,8,1,2023-11-27
4659,87,hummingbird,10,0,2023-12-19
4660,37,woodpecker,10,0,2023-09-22
4661,77,huminggbird,7,0,2023-05-26
4662,33,sparrow,8,0,2023-10-25
4663,102,hummingbird,8,0,2023-04-08
4664,97,woodpecker,10,1,2023-01-14
4665,65,hummingbird,7,0,2023-08-09
4666,56,woodpecker,8,0,2023-06-17
4667,103,sparrow,10,0,2023-05-16
4668,98,sparrow,8,0,2023-12-13
4669,88,woodpecker,7,1,2023-01-19
4670,53,hummingbird,10,0,2023-05-26
4671,60,sparrow,7,0,2023-05-04
4672,87,hummingbird,8,1,2023-03-18
4673,84,hummingbird,7,1,2023-04-28
4674,104,hummingbird,10,1,2023-04-08
4675,55,sparrow,7,0,2023-08-05
4676,83,sparrow,7,1,2023-02-23
4677,71,hummingbird,10,0,2023-09-17
4678,78,sparrow,7,0,2023-06-14
4679,53,wodopecker,7,0,2023-12-13
4680,78,woodpecker,7,0,2023-07-19
4681,57,sparrow,8,1,2023-06-10
4682,21,huminggbird,7,1,2023-02-08
4683,44,sparrow,10,0,2023-03-20
4684,78,hummingbird,7,1,2023-08-22
4685,46,woodpecker,10,0,2023-02-25
4686,41,hummingbird,8,0,2023-06-02
4687,19,woodpecker,10,0,2023-07-13
4688,74,woodpecker,7,0,2023-07-05
4689,39,sparrow,7,0,2023-07-16
4690,46,huminggbird,10,1,2023-01-11
4691,65,woodpecker,10,0,2023-06-04
4692,21,sparrow,8,1,2023-05-08
4693,29,sparrow,10,0,2023-08-16
4694,24,woodpecker,8,1,2023-07-19
4695,22,spaarow,7,0,2023-04-13
4696,32,woodpecker,10,1,2023-07-28
4697,66,woodpecker,7,1,2023-04-10
4698,96,sparrow,7,0,2023-04-20
4699,36,woodpecker,10,0,2023-03-11
4700,21,hummingbird,8,1,2023-03-20
4701,19,sparrow,10,1,2023-06-19
4702,82,woodpecker,10,1,2023-07-28
4703,33,sparrow,7,1,2023-02-04
4704,41,woodpecker,7,1,2023-02-03
4705,52,huminggbird,7,0,2023-12-01
4706,35,sparrow,8,1,2023-03-18
4707,91,hummingbird,8,1,2023-07-16
4708,41,huminggbird,7,0,2023-02-26
4709,50,woodpecker,7,0,2023-12-21
4710,45,hummingbird,10,0,2023-03-02
4711,36,woodpecker,8,1,2023-01-16
4712,46,sparrow,10,0,2023-03-02
4713,40,sparrow,10,0,2023-03-10
4714,82,woodpecker,7,0,2023-06-22
4715,92,hummingbird,8,1,2023-11-27
4716,94,hummingbird,10,0,2023-12-12
4717,65,hummingbird,10,1,2023-11-19
4718,77,hummingbird,7,1,2023-02-02
4719,27,woodpecker,7,0,2023-03-10
4720,36,woodpecker,7,1,2023-06-04
4721,64,hummingbird,8,0,2023-01-19
4722,89,sparrow,10,1,2023-02-02
4723,86,woodpecker,7,0,2023-10-01
4724,23,wodopecker,8,1,2023-04-26
4725,95,hummingbird,7,1,2023-03-13
4726,28,hummingbird,7,1,2023-08-04
4727,94,sparrow,10,1,2023-05-19
4728,70,wodopecker,10,1,2023-05-20
4729,50,woodpecker,8,0,2023-09-03
4730,49,woodpecker,7,1,2023-10-10
4731,61,sparrow,7,1,2023-03-03
4732,49,hummingbird,8,1,2023-08-20
4733,22,sparrow,7,1,2023-05-06
4734,71,woodpecker,7,0,2023-11-25
4735,54,hummingbird,10,1,2023-12-17
4736,102,woodpecker,10,0,2023-02-16
4737,44,hummingbird,10,1,2023-10-08
4738,35,hummingbird,7,1,2023-12-10
4739,42,hummingbird,7,1,2023-01-13
4740,26,huminggbird,10,1,2023-06-22
4741,53,hummingbird,8,1,2023-03-23
4742,44,huminggbird,7,1,2023-08-26
4743,58,sparrow,10,1,2023-08-12
4744,25,sparrow,7,0,2023-09-10
4745,78,sparrow,8,0,2023-05-21
4746,68,hummingbird,10,1,2023-12-27
4747,94,sparrow,7,0,2023-07-14
4748,48,woodpecker,8,0,2023-04-26
4749,49,sparrow,8,1,2023-05-22
4750,65,hummingbird,7,0,2023-06-07
4751,20,woodpecker,10,0,2023-04-15
4752,49,sparrow,10,1,2023-03-23
4753,98,hummingbird,7,1,2023-03-02
4754,82,woodpecker,7,1,2023-02-02
4755,58,sparrow,8,1,2023-10-04
4756,89,sparrow,7,0,2023-03-04
4757,31,hummingbird,10,1,2023-08-05
4758,71,sparrow,10,0,2023-03-24
4759,31,woodpecker,7,1,2023-02-10
4760,68,woodpecker,7,0,2023-06-23
4761,28,woodpecker,8,1,2023-06-19
4762,32,sparrow,7,1,2023-04-23
4763,53,sparrow,8,0,2023-08-14
4764,31,sparrow,10,1,2023-07-04
4765,44,sparrow,7,0,2023-11-22
4766,19,sparrow,8,1,2023-11-18
4767,57,sparrow,8,0,2023-12-19
4768,35,hummingbird,7,1,2023-05-23
4769,34,sparrow,8,1,2023-04-16
4770,18,sparrow,8,0,2023-11-02
4771,89,spaarow,8,1,2023-06-06
4772,33,woodpecker,7,1,2023-07-07
4773,36,woodpecker,10,1,2023-06-03
4774,42,sparrow,8,0,2023-01-02
4775,43,woodpecker,10,0,2023-05-13
4776,42,hummingbird,10,0,2023-03-27
4777,88,sparrow,8,1,2023-08-15
4778,79,woodpecker,7,0,2023-11-13
4779,33,woodpecker,10,0,2023-12-28
4780,76,sparrow,7,0,2023-06-15
4781,97,sparrow,7,1,2023-03-27
4782,61,hummingbird,7,1,2023-06-24
4783,83,sparrow,8,1,2023-12-14
4784,87,hummingbird,8,1,2023-11-11
4785,105,woodpecker,7,1,2023-10-28
4786,24,spaarow,7,0,2023-12-06
4787,45,sparrow,8,1,2023-01-28
4788,44,hummingbird,10,1,2023-03-09
4789,100,woodpecker,8,1,2023-07-03
4790,102,woodpecker,10,0,2023-08-11
4791,56,woodpecker,10,1,2023-03-02
4792,70,sparrow,10,0,2023-03-08
4793,29,hummingbird,7,1,2023-09-20
4794,72,sparrow,8,1,2023-08-09
4795,24,sparrow,7,1,2023-04-24
4796,62,hummingbird,8,0,2023-03-14
4797,63,sparrow,10,1,2023-01-25
4798,82,woodpecker,7,1,2023-01-21
4799,34,spaarow,10,1,2023-06-23
4800,84,woodpecker,8,1,2023-06-26
4801,92,sparrow,10,1,2023-10-12
4802,76,sparrow,10,0,2023-06-01
4803,98,woodpecker,7,1,2023-02-16
4804,87,hummingbird,10,1,2023-09-07
4805,45,sparrow,10,1,2023-04-05
4806,81,woodpecker,8,0,2023-06-22
4807,88,sparrow,10,0,2023-11-28
4808,65,sparrow,10,1,2023-12-24
4809,46,hummingbird,7,1,2023-09-09
4810,56,hummingbird,8,0,2023-09-13
4811,71,woodpecker,10,1,2023-09-19
4812,78,sparrow,7,0,2023-10-20
4813,63,hummingbird,8,1,2023-04-14
4814,43,woodpecker,7,0,2023-12-26
4815,28,sparrow,10,0,2023-01-15
4816,88,sparrow,8,1,2023-12-19
4817,66,woodpecker,10,1,2023-09-10
4818,44,sparrow,8,1,2023-09-25
4819,31,hummingbird,10,0,2023-08-02
4820,94,woodpecker,10,0,2023-05-11
4821,54,sparrow,10,1,2023-01-14
4822,23,hummingbird,10,0,2023-10-21
4823,84,hummingbird,8,0,2023-02-16
4824,27,sparrow,7,0,2023-07-15
4825,38,woodpecker,8,0,2023-10-19
4826,83,woodpecker,10,0,2023-04-11
4827,48,sparrow,10,0,2023-10-08
4828,18,woodpecker,10,1,2023-08-09
4829,92,wodopecker,8,0,2023-05-21
4830,64,woodpecker,8,1,2023-01-27
4831,66,sparrow,10,1,2023-04-22
4832,22,woodpecker,7,1,2023-10-09
4833,22,hummingbird,8,0,2023-07-09
4834,74,hummingbird,10,1,2023-01-17
4835,94,sparrow,7,1,2023-04-02
4836,85,huminggbird,10,0,2023-04-27
4837,104,hummingbird,10,1,2023-08-08
4838,69,hummingbird,10,1,2023-07-01
4839,44,sparrow,7,0,2023-07-02
4840,36,spaarow,7,1,2023-02-26
4841,71,sparrow,8,0,2023-05-18
4842,83,sparrow,7,0,2023-09-14
4843,49,woodpecker,7,0,2023-01-17
4844,105,hummingbird,10,0,2023-12-26
4845,58,woodpecker,7,0,2023-11-26
4846,49,sparrow,8,0,2023-05-25
4847,84,woodpecker,7,0,2023-10-22
4848,47,sparrow,7,1,2023-01-16
4849,102,hummingbird,8,0,2023-10-07
4850,45,sparrow,10,1,2023-09-22
4851,68,sparrow,7,0,2023-09-10
4852,35,hummingbird,10,0,2023-02-28
4853,64,wodopecker,8,0,2023-04-13
4854,23,hummingbird,10,0,2023-09-24
4855,104,hummingbird,10,1,2023-06-06
4856,33,sparrow,10,1,2023-09-21
4857,59,sparrow,10,1,2023-04-01
4858,105,sparrow,7,0,2023-11-14
4859,96,sparrow,7,1,2023-02-11
4860,67,woodpecker,10,0,2023-11-08
4861,59,wodopecker,8,1,2023-08-01
4862,100,sparrow,7,0,2023-02-05
4863,38,sparrow,10,0,2023-12-24
4864,85,hummingbird,10,1,2023-05-06
4865,101,hummingbird,7,0,2023-11-10
4866,39,sparrow,10,0,2023-11-09
4867,68,sparrow,8,1,2023-07-06
4868,54,hummingbird,10,0,2023-07-07
4869,55,woodpecker,10,1,2023-12-06
4870,51,huminggbird,10,1,2023-06-04
4871,80,woodpecker,8,1,2023-05-10
4872,22,woodpecker,7,1,2023-09-23
4873,83,sparrow,10,1,2023-09-21
4874,92,woodpecker,10,1,2023-02-03
4875,83,hummingbird,10,1,2023-03-28
4876,77,sparrow,8,1,2023-02-28
4877,49,sparrow,8,1,2023-01-08
4878,36,sparrow,7,0,2023-02-25
4879,68,sparrow,10,0,2023-05-06
4880,96,sparrow,10,1,2023-02-25
4881,102,wodopecker,10,0,2023-08-11
4882,32,hummingbird,7,0,2023-02-17
